lemma,emo_tag,rss_auto,rss_markup,RuSentiLex,LINIS_Crowd,NRC Word-Emotion Association Lexicon
буйный,pos,NA,1,negative,"[-0,6,1,019803903,-1]",anger/fear/negative/surprise
буйный,happy,NA,1,negative,"[-0,6,1,019803903,-1]",anger/fear/negative/surprise
буйный,amuse,1,NA,negative,"[-0,6,1,019803903,-1]",anger/fear/negative/surprise
букет,pos,NA,1,NA,NA,joy/positive/trust
булавка,neg,NA,1,NA,NA,NA
булкообразное,disgust,NA,1,NA,NA,NA
булыжник,neg,NA,1,NA,NA,NA
булькать,neg,NA,1,NA,NA,NA
булькать,pos,NA,1,NA,NA,NA
бум,surp,NA,1,NA,NA,NA
бунт,neg,NA,1,negative,NA,anger/fear/negative
бунтовать,anger,NA,1,NA,"[-1,333333333,0,471404521,-1]",NA
бунтовщик,anger,NA,1,negative,NA,NA
буравящий,neg,NA,1,NA,NA,NA
буран,fear,NA,1,negative,NA,NA
бурбон,neg,NA,1,NA,NA,NA
бурдюк,neg,NA,1,NA,NA,NA
бурение,pos,NA,1,NA,NA,NA
буржуазный,neg,NA,1,NA,"[-0,333333333,0,471404521,0]",NA
буркнуть,sad,NA,1,NA,NA,NA
буркнуть,anger,NA,1,NA,NA,NA
буркнуть,neg,NA,1,NA,NA,NA
бурливый,anger,NA,1,NA,NA,NA
бурно,neg,NA,1,NA,NA,NA
бурно,pos,NA,1,NA,NA,NA
бурно,happy,NA,1,NA,NA,NA
бурно,anger,NA,1,NA,NA,NA
бурный,pos,NA,1,NA,NA,fear/negative
бурный,neg,NA,1,NA,NA,fear/negative
буровик,happy,NA,1,NA,NA,NA
буровить,anger,NA,1,NA,NA,NA
буровой,neg,NA,1,NA,NA,NA
бурчать,anger,NA,1,NA,NA,NA
буря,neg,NA,1,negative,NA,anger/anticipation/fear/negative/sadness/surprise
буря,anger,NA,1,negative,NA,anger/anticipation/fear/negative/sadness/surprise
буря,fear,NA,1,negative,NA,anger/anticipation/fear/negative/sadness/surprise
бутылка,pos,NA,1,NA,NA,NA
бутылка,neg,NA,1,NA,NA,NA
бутылочка,pos,NA,1,NA,NA,NA
бутыль,neg,NA,1,NA,NA,NA
бухать,neg,NA,1,negative,"[-1,666666667,0,471404521,-2]",NA
бушевавший,anger,NA,1,NA,NA,NA
бушевать,neg,NA,1,negative,NA,NA
бушевать,anger,NA,1,negative,NA,NA
бушевать,fear,NA,1,negative,NA,NA
буян,neg,NA,1,negative,NA,NA
буянить,anger,1,1,negative,NA,NA
бывать,sad,NA,1,NA,NA,NA
бывать,pos,NA,1,NA,NA,NA
бывать,neg,NA,1,NA,NA,NA
бывший,pos,NA,1,NA,NA,NA
бывший,neg,NA,1,NA,NA,NA
быстро,neg,NA,1,NA,NA,NA
быстро,pos,NA,1,NA,NA,NA
быстро,surp,NA,1,NA,NA,NA
быстро,sad,NA,1,NA,NA,NA
быстро,fear,NA,1,NA,NA,NA
быстро,happy,NA,1,NA,NA,NA
быстрота,pos,NA,1,NA,NA,NA
быстрый,pos,NA,1,NA,"[0,666666667,0,471404521,1]",positive
быстрый,fear,NA,1,NA,"[0,666666667,0,471404521,1]",positive
быстрый,neg,NA,1,NA,"[0,666666667,0,471404521,1]",positive
бытие,pos,NA,1,NA,"[0,0,0]",NA
бытие,surp,NA,1,NA,"[0,0,0]",NA
быть,pos,NA,1,NA,NA,NA
быть,neg,NA,1,NA,NA,NA
быть,happy,NA,1,NA,NA,NA
важничать,neg,NA,1,negative,NA,NA
важность,pride,NA,1,positive,"[0,5,0,5,0]",anticipation/positive
важность,pos,NA,1,positive,"[0,5,0,5,0]",anticipation/positive
важный,pos,NA,1,positive,"[0,0,0]",NA
важный,pride,NA,1,positive,"[0,0,0]",NA
вазочка,pos,NA,1,NA,NA,NA
ваксить,neg,NA,1,NA,NA,NA
вакханалия,amuse,1,NA,negative,NA,NA
валежина,pos,NA,1,NA,NA,NA
валежник,sad,NA,1,NA,NA,NA
валенок,pos,NA,1,NA,NA,NA
валик,neg,NA,1,NA,NA,NA
валик,pos,NA,1,NA,NA,NA
валить,neg,NA,1,NA,NA,NA
валиться,sad,NA,1,NA,NA,NA
валиться,fear,NA,1,NA,NA,NA
валиться,neg,NA,1,NA,NA,NA
валькирий,neg,NA,1,NA,NA,NA
вальс,pos,NA,1,NA,NA,NA
вальсирующий,amuse,1,NA,NA,NA,NA
вальсовый,surp,NA,1,NA,NA,NA
валявшийся,anger,1,1,NA,NA,NA
валяться,neg,NA,1,negative,NA,NA
валяться,disgust,NA,1,negative,NA,NA
вандал,neg,NA,1,negative,NA,NA
ванна,pos,NA,1,NA,NA,NA
варвар,anger,NA,1,negative,NA,fear/negative
варвар,disgust,NA,1,negative,NA,fear/negative
варвар,neg,NA,1,negative,NA,fear/negative
варварский,neg,NA,1,negative,"[-1,0,471404521,-1]",anger/disgust/fear/negative
варварство,neg,NA,1,negative,NA,negative
варварство,anger,1,1,negative,NA,negative
варварство,disgust,1,1,negative,NA,negative
варево,disgust,NA,1,NA,NA,NA
варение,pleas,NA,1,NA,NA,NA
вариант,pos,NA,1,NA,"[0,0,0]",positive
вариться,neg,NA,1,NA,NA,NA
вата,pos,NA,1,NA,NA,NA
ватага,amuse,1,NA,NA,NA,NA
ватный,shame,NA,1,NA,NA,NA
ватный,neg,NA,1,NA,NA,NA
ватный,fear,NA,1,NA,NA,NA
вахлак,anger,1,NA,NA,NA,NA
вбегать,pos,NA,1,NA,NA,NA
вбивать,neg,NA,1,NA,"[-1,0,816496581,-1]",NA
ввалиться,pos,NA,1,NA,NA,NA
вволю,cont,1,1,NA,NA,NA
вглядываться,fear,NA,1,NA,NA,NA
вглядываться,pos,NA,1,NA,NA,NA
вгрызаться,anger,1,NA,NA,NA,NA
вдавливать,fear,NA,1,NA,NA,NA
вдвоём,happy,NA,1,NA,NA,NA
вдвоём,pos,NA,1,NA,NA,NA
вдвойне,pos,NA,1,NA,"[0,0,0]",NA
вдова,sad,NA,1,NA,NA,sadness
вдовец,neg,NA,1,NA,NA,sadness
вдоволь,cont,1,NA,NA,"[0,0,816496581,0]",NA
вдовство,neg,NA,1,NA,NA,NA
вдовый,sad,NA,1,NA,NA,NA
вдовый,neg,NA,1,NA,NA,NA
вдогонку,neg,NA,1,NA,NA,NA
вдосталь,cont,1,NA,NA,NA,NA
вдохновение,amuse,1,1,positive,NA,anticipation/joy/positive
вдохновение,cont,1,NA,positive,NA,anticipation/joy/positive
вдохновение,happy,1,NA,positive,NA,anticipation/joy/positive
вдохновение,pleas,1,1,positive,NA,anticipation/joy/positive
вдохновенно,pos,NA,1,NA,NA,NA
вдохновенный,happy,NA,1,positive,NA,NA
вдохновенный,pleas,NA,1,positive,NA,NA
вдохновенный,amuse,1,1,positive,NA,NA
вдребезги,neg,NA,1,NA,NA,NA
вдребезги,anger,NA,1,NA,NA,NA
вдруг,fear,NA,1,NA,NA,NA
вдруг,amuse,NA,1,NA,NA,NA
вдруг,surp,1,1,NA,NA,NA
вдумчиво,pos,NA,1,NA,NA,NA
вдумчивость,pos,NA,1,positive,NA,NA
вдумчивость,sad,1,NA,positive,NA,NA
вдумчивый,pos,NA,1,positive,"[0,0,816496581,0]",NA
вдыхать,pleas,1,NA,NA,NA,NA
ведь,surp,NA,1,NA,NA,NA
ведьма,neg,NA,1,negative,NA,anger/disgust/fear/negative
ведьма,anger,NA,1,negative,NA,anger/disgust/fear/negative
вежливо,pos,NA,1,NA,NA,NA
вежливо,happy,NA,1,NA,NA,NA
вежливо,pleas,NA,1,NA,NA,NA
вежливость,pos,NA,1,positive,"[1,222222222,0,628539361,1]",positive
вежливый,pos,NA,1,positive,"[1,0,816496581,1]",positive
вездесущность,pos,NA,1,NA,NA,NA
везти,pos,NA,1,neutral,NA,NA
вековать,sad,NA,1,NA,NA,NA
велеть,neg,NA,1,NA,NA,NA
велеть,pos,NA,1,NA,NA,NA
велеть,anger,NA,1,NA,NA,NA
велик,pos,NA,1,NA,NA,NA
великан,pride,NA,1,NA,NA,NA
великий,pos,NA,1,negative,NA,NA
великий,neg,NA,1,negative,NA,NA
великий,pride,NA,1,negative,NA,NA
великодушие,pos,NA,1,NA,NA,NA
великодушие,anger,1,NA,NA,NA,NA
великодушие,pride,1,NA,NA,NA,NA
великодушие,sad,1,NA,NA,NA,NA
великодушие,shame,1,NA,NA,NA,NA
великодушно,pos,NA,1,NA,NA,NA
великодушно,pride,1,NA,NA,NA,NA
великолепно,pos,NA,1,NA,NA,NA
великолепный,pride,NA,1,positive,NA,joy/positive/surprise
великолепный,pos,NA,1,positive,NA,joy/positive/surprise
великомученик,neg,NA,1,NA,NA,NA
величаво,pos,NA,1,NA,NA,NA
величавый,neg,NA,1,positive,NA,NA
величавый,pos,NA,1,positive,NA,NA
величавый,pride,NA,1,positive,NA,NA
величайший,pos,NA,1,NA,NA,NA
величественно,pos,NA,1,NA,NA,NA
величественный,pride,NA,1,positive,"[1,666666667,0,471404521,2]",positive
величественный,pos,NA,1,positive,"[1,666666667,0,471404521,2]",positive
величие,neg,NA,1,positive,NA,positive/trust
величие,pride,1,1,positive,NA,positive/trust
вельможа,pos,NA,1,NA,NA,NA
венок,neg,NA,1,NA,NA,NA
вера,disgust,NA,1,neutral,NA,anticipation/joy/positive/trust
вера,pos,NA,1,neutral,NA,anticipation/joy/positive/trust
вербовать,neg,NA,1,NA,"[-0,4,0,489897949,0]",NA
верёвка,neg,NA,1,NA,NA,NA
верить,pos,NA,1,positive,NA,NA
верить,neg,NA,1,positive,NA,NA
верить,happy,NA,1,positive,NA,NA
верить,sad,NA,1,positive,NA,NA
верно,happy,NA,1,NA,NA,NA
верно,pos,NA,1,NA,NA,NA
верно,anger,NA,1,NA,NA,NA
верноподданный,pos,NA,1,positive/negative,NA,NA
верность,pos,NA,1,neutral,"[1,333333333,0,471404521,1]",positive/trust
вернуть,sad,NA,1,NA,NA,NA
вернуть,pos,NA,1,NA,NA,NA
вернуться,pos,NA,1,NA,NA,NA
вернуться,happy,NA,1,NA,NA,NA
вернуться,relief,NA,1,NA,NA,NA
верный,pos,NA,1,neutral,"[0,4,0,489897949,0]",fear/joy/positive/surprise/trust
верный,pride,NA,1,neutral,"[0,4,0,489897949,0]",fear/joy/positive/surprise/trust
веровать,pos,NA,1,positive,NA,NA
вероломный,neg,NA,1,positive,"[-1,666666667,0,471404521,-2]",NA
вероломство,neg,NA,1,positive,NA,NA
вероломство,anger,1,NA,positive,NA,NA
вероломство,disgust,1,NA,positive,NA,NA
вертеться,fear,NA,1,NA,"[-0,111111111,0,566557724,0]",NA
вертеться,neg,NA,1,NA,"[-0,111111111,0,566557724,0]",NA
вертеться,pos,NA,1,NA,"[-0,111111111,0,566557724,0]",NA
вёрткий,pos,NA,1,NA,NA,NA
вёрткий,neg,NA,1,NA,NA,NA
вертко,pos,NA,1,NA,NA,NA
вертлявый,neg,NA,1,NA,NA,NA
вертоград,pos,NA,1,NA,NA,NA
вершина,pride,NA,1,NA,"[0,222222222,0,41573971,0]",NA
вершина,pos,NA,1,NA,"[0,222222222,0,41573971,0]",NA
веселеть,happy,NA,1,NA,NA,NA
веселеть,amuse,1,NA,NA,NA,NA
веселеть,cont,1,NA,NA,NA,NA
веселие,happy,NA,1,NA,NA,NA
веселие,amuse,1,1,NA,NA,NA
веселие,cont,1,NA,NA,NA,NA
веселие,pleas,1,1,NA,NA,NA
веселить,amuse,1,1,positive,NA,NA
веселиться,happy,NA,1,positive,"[0,6,1,019803903,1]",NA
веселиться,amuse,1,1,positive,"[0,6,1,019803903,1]",NA
веселиться,cont,1,NA,positive,"[0,6,1,019803903,1]",NA
весело,happy,NA,1,NA,NA,anticipation/joy/positive
весело,amuse,1,1,NA,NA,anticipation/joy/positive
весёлость,amuse,NA,1,NA,NA,NA
весёлость,happy,NA,1,NA,NA,NA
весёлый,amuse,1,1,NA,NA,NA
весёлый,cont,1,NA,NA,NA,NA
весёлый,happy,NA,1,NA,NA,NA
весёлый,pleas,NA,1,NA,NA,NA
весельчак,happy,NA,1,positive,NA,NA
весельчак,amuse,1,1,positive,NA,NA
весенний,pos,NA,1,NA,NA,joy/positive
веский,pos,NA,1,positive,NA,NA
веско,pos,NA,1,NA,NA,NA
весна,pos,NA,1,NA,NA,NA
веснушка,pos,NA,1,NA,NA,NA
веснушчатый,pos,NA,1,NA,NA,NA
весомый,pos,NA,1,positive,NA,fear
весь,neg,NA,1,NA,NA,NA
весь,relief,NA,1,NA,NA,NA
весь,pos,NA,1,NA,NA,NA
весь,fear,NA,1,NA,NA,NA
весьма,pos,NA,1,NA,NA,positive/trust
ветер,anger,NA,1,NA,NA,NA
ветер,neg,NA,1,NA,NA,NA
ветер,fear,NA,1,NA,NA,NA
ветерок,pos,NA,1,NA,NA,NA
ветхий,neg,NA,1,negative,"[-0,75,0,433012702,-1]",disgust/negative/sadness
ветхий,sad,NA,1,negative,"[-0,75,0,433012702,-1]",disgust/negative/sadness
ветхозаветный,surp,NA,1,negative,NA,NA
ветхозаветный,pos,NA,1,negative,NA,NA
вечер,sad,NA,1,NA,NA,NA
вечер,pos,NA,1,NA,NA,NA
вечер,neg,NA,1,NA,NA,NA
вечер,amuse,NA,1,NA,NA,NA
вечеринка,happy,NA,1,NA,"[0,666666667,0,471404521,1]",NA
вечеринка,amuse,1,1,NA,"[0,666666667,0,471404521,1]",NA
вечерь,amuse,1,NA,NA,NA,NA
вечно,pos,NA,1,NA,NA,NA
вечность,happy,1,NA,NA,NA,anticipation/positive/trust
вечный,neg,NA,1,NA,"[0,666666667,0,942809042,1]",NA
вечный,pos,NA,1,NA,"[0,666666667,0,942809042,1]",NA
вешать,neg,NA,1,NA,"[0,0,0]",NA
вжать,fear,NA,1,NA,NA,NA
взаимный,pos,NA,1,NA,"[0,1,069044968,0]",NA
взаимодействие,pos,NA,1,NA,"[0,333333333,0,471404521,0]",NA
взаимопочтительность,pos,NA,1,NA,NA,NA
взаимопричинность,pos,NA,1,NA,NA,NA
взбегать,pos,NA,1,NA,NA,NA
взбелениться,anger,1,1,NA,NA,NA
взбесить,anger,NA,1,NA,"[-2,0,-2]",NA
взбеситься,anger,1,1,NA,NA,NA
взбешенный,anger,1,1,NA,NA,NA
взбираться,pos,NA,1,NA,NA,NA
взблеск,amuse,1,NA,NA,NA,NA
взбрыкивать,neg,NA,1,negative,NA,NA
взбудоражить,neg,NA,1,negative,NA,NA
взваливать,neg,NA,1,NA,NA,NA
взвалить,neg,NA,1,NA,NA,NA
взвеселиться,happy,NA,1,NA,NA,NA
взвеселиться,amuse,1,NA,NA,NA,NA
взвешивать,pos,NA,1,NA,"[0,0,0]",anticipation/trust
взвизг,neg,NA,1,NA,NA,NA
взвизгивать,neg,NA,1,NA,NA,NA
взвизгивать,anger,1,NA,NA,NA,NA
взвизгнуть,happy,NA,1,NA,NA,NA
взвизгнуть,fear,NA,1,NA,NA,NA
взвизгнуть,pleas,NA,1,NA,NA,NA
взвизгнуть,surp,NA,1,NA,NA,NA
взвизгнуть,neg,NA,1,NA,NA,NA
взвизгнуть,anger,1,1,NA,NA,NA
взвинтить,pos,NA,1,negative,NA,NA
взвинтить,amuse,NA,1,negative,NA,NA
взвинченный,neg,NA,1,NA,NA,NA
взвинченный,anger,NA,1,NA,NA,NA
взвинчивать,neg,NA,1,negative,NA,NA
взвиться,neg,NA,1,NA,NA,NA
взвод,neg,NA,1,NA,"[0,0,0]",NA
взволнованно,surp,NA,1,NA,NA,NA
взволнованно,fear,NA,1,NA,NA,NA
взволнованно,shame,NA,1,NA,NA,NA
взволнованно,neg,NA,1,NA,NA,NA
взволнованность,pos,NA,1,positive/negative,NA,NA
взволнованность,anger,1,NA,positive/negative,NA,NA
взволнованность,fear,1,1,positive/negative,NA,NA
взволнованность,pride,1,NA,positive/negative,NA,NA
взволнованность,sad,1,NA,positive/negative,NA,NA
взволнованность,surp,1,NA,positive/negative,NA,NA
взволнованный,anger,1,NA,positive/negative,NA,NA
взволнованный,fear,1,1,positive/negative,NA,NA
взволнованный,happy,NA,1,positive/negative,NA,NA
взволнованный,sad,1,1,positive/negative,NA,NA
взволнованный,surp,1,NA,positive/negative,NA,NA
взволнованный,pleas,NA,1,positive/negative,NA,NA
взволнованный,pride,1,NA,positive/negative,NA,NA
взволнованный,shame,NA,1,positive/negative,NA,NA
взволновать,neg,NA,1,negative,NA,NA
взволновать,surp,NA,1,negative,NA,NA
взволновать,fear,NA,1,negative,NA,NA
взволновать,sad,NA,1,negative,NA,NA
взволновать,pos,NA,1,negative,NA,NA
взволноваться,pos,NA,1,negative,NA,NA
взволноваться,fear,NA,1,negative,NA,NA
взвыть,anger,NA,1,NA,NA,NA
взглянуть,anger,NA,1,NA,NA,NA
взглянуть,sad,NA,1,NA,NA,NA
взглянуть,fear,NA,1,NA,NA,NA
взглянуть,pos,NA,1,NA,NA,NA
взглянуть,neg,NA,1,NA,NA,NA
взгромоздиться,neg,NA,1,NA,NA,NA
взгрустнуться,sad,1,1,NA,NA,NA
вздёргивать,neg,NA,1,NA,NA,NA
вздёргивать,disgust,NA,1,NA,NA,NA
вздёрнуть,pos,NA,1,NA,NA,NA
вздор,neg,NA,1,negative,NA,disgust/negative
вздор,anger,NA,1,negative,NA,disgust/negative
вздор,disgust,NA,1,negative,NA,disgust/negative
вздорный,neg,NA,1,negative,NA,NA
вздох,neg,NA,1,NA,NA,NA
вздох,pos,NA,1,NA,NA,NA
вздох,pleas,NA,1,NA,NA,NA
вздох,fear,NA,1,NA,NA,NA
вздох,relief,1,1,NA,NA,NA
вздох,sad,1,1,NA,NA,NA
вздохнуть,happy,NA,1,NA,NA,NA
вздохнуть,relief,NA,1,NA,NA,NA
вздохнуть,sad,1,1,NA,NA,NA
вздохнуть,neg,NA,1,NA,NA,NA
вздохнуть,shame,NA,1,NA,NA,NA
вздохнуть,fear,NA,1,NA,NA,NA
вздохнуть,pos,NA,1,NA,NA,NA
вздохнуть,anger,NA,1,NA,NA,NA
вздрагивание,sad,NA,1,NA,NA,NA
вздрагивание,surp,1,NA,NA,NA,NA
вздрагивать,fear,NA,1,NA,"[-0,333333333,0,471404521,0]",anger/disgust/fear/negative/sadness
вздрагивать,sad,NA,1,NA,"[-0,333333333,0,471404521,0]",anger/disgust/fear/negative/sadness
вздрагивать,neg,NA,1,NA,"[-0,333333333,0,471404521,0]",anger/disgust/fear/negative/sadness
вздрагивать,surp,1,1,NA,"[-0,333333333,0,471404521,0]",anger/disgust/fear/negative/sadness
вздрагивать,pos,NA,1,NA,"[-0,333333333,0,471404521,0]",anger/disgust/fear/negative/sadness
вздрог,fear,NA,1,NA,NA,NA
вздрог,surp,1,NA,NA,NA,NA
вздрогнуть,relief,NA,1,NA,NA,anticipation/disgust/fear/negative/sadness/surprise
вздрогнуть,surp,1,1,NA,NA,anticipation/disgust/fear/negative/sadness/surprise
вздрогнуть,fear,NA,1,NA,NA,anticipation/disgust/fear/negative/sadness/surprise
вздрогнуть,neg,NA,1,NA,NA,anticipation/disgust/fear/negative/sadness/surprise
вздрогнуть,happy,NA,1,NA,NA,anticipation/disgust/fear/negative/sadness/surprise
вздумать,neg,NA,1,NA,NA,NA
вздуматься,anger,1,NA,NA,NA,NA
вздуматься,neg,NA,1,NA,NA,NA
вздуть,anger,NA,1,NA,NA,NA
вздыбиться,pride,NA,1,NA,NA,NA
вздымать,pos,NA,1,NA,NA,NA
вздымать,fear,NA,1,NA,NA,NA
вздыхавший,sad,1,NA,NA,NA,NA
вздыхать,anger,NA,1,negative,NA,NA
вздыхать,sad,1,1,negative,NA,NA
вздыхать,neg,NA,1,negative,NA,NA
вздыхать,amuse,NA,1,negative,NA,NA
вздыхающий,neg,NA,1,NA,NA,NA
вздыхающий,sad,NA,1,NA,NA,NA
взлетать,pos,NA,1,NA,NA,NA
взлохмаченный,neg,NA,1,NA,NA,NA
взмах,fear,NA,1,NA,NA,NA
взмах,pos,NA,1,NA,NA,NA
взмах,neg,NA,1,NA,NA,NA
взмахнуть,fear,NA,1,NA,NA,NA
взмётываться,fear,NA,1,NA,NA,NA
взмокнуть,neg,NA,1,NA,NA,NA
взмолиться,fear,NA,1,NA,NA,NA
взмолиться,sad,NA,1,NA,NA,NA
взмолиться,neg,NA,1,NA,NA,NA
взмолиться,pos,NA,1,NA,NA,NA
взойти,pos,NA,1,NA,NA,NA
взопревший,pos,NA,1,NA,NA,NA
взорвавшийся,fear,NA,1,NA,NA,NA
взорвавшийся,neg,NA,1,NA,NA,NA
взорвать,anger,NA,1,NA,"[-1,0,816496581,-1]",fear/negative/surprise
взорвать,neg,NA,1,NA,"[-1,0,816496581,-1]",fear/negative/surprise
взорваться,anger,NA,1,NA,NA,anger/fear/negative/sadness/surprise
взорваться,neg,NA,1,NA,NA,anger/fear/negative/sadness/surprise
взреветь,neg,NA,1,NA,NA,NA
взреветь,anger,NA,1,NA,NA,NA
взреветь,sad,NA,1,NA,NA,NA
взрослеть,pos,NA,1,NA,NA,NA
взрослый,pos,NA,1,NA,NA,NA
взрыв,neg,NA,1,negative,"[-0,8,0,4,-1]",fear/negative/surprise
взрываться,neg,NA,1,NA,NA,NA
взъяриться,anger,1,1,NA,NA,NA
взывать,sad,NA,1,NA,NA,NA
взывать,neg,NA,1,NA,NA,NA
взыграть,amuse,NA,1,NA,NA,NA
взыскание,neg,NA,1,negative,"[-0,333333333,0,471404521,0]",NA
взыскать,anger,NA,1,NA,NA,NA
взыскать,neg,NA,1,NA,NA,NA
взятка,neg,NA,1,negative,"[-1,333333333,0,666666667,-1]",negative
взять,sad,NA,1,NA,NA,NA
взять,shame,NA,1,NA,NA,NA
взять,neg,NA,1,NA,NA,NA
взять,pleas,NA,1,NA,NA,NA
взять,anger,NA,1,NA,NA,NA
взять,pos,NA,1,NA,NA,NA
взять,happy,NA,1,NA,NA,NA
взяться,pos,NA,1,NA,NA,NA
взяться,neg,NA,1,NA,NA,NA
вибрировать,fear,NA,1,NA,NA,NA
вид,pos,NA,1,NA,NA,positive
видавший,pos,NA,1,NA,NA,NA
видавший,anger,1,NA,NA,NA,NA
видавший,sad,1,NA,NA,NA,NA
видавший,neg,NA,1,NA,NA,NA
видать,disgust,NA,1,NA,NA,NA
видать,pos,NA,1,NA,NA,NA
видать,sad,NA,1,NA,NA,NA
видеть,anger,NA,1,NA,NA,NA
видеть,pos,NA,1,NA,NA,NA
видеть,fear,NA,1,NA,NA,NA
видеть,surp,NA,1,NA,NA,NA
видеть,sad,NA,1,NA,NA,NA
видеть,neg,NA,1,NA,NA,NA
видеть,happy,NA,1,NA,NA,NA
видимость,neg,NA,1,negative,"[0,0,0]",NA
виднеться,pos,NA,1,NA,NA,NA
видный,pos,NA,1,positive,NA,NA
визг,disgust,NA,1,NA,NA,fear/negative/surprise
визг,anger,NA,1,NA,NA,fear/negative/surprise
визг,neg,NA,1,NA,NA,fear/negative/surprise
визг,happy,NA,1,NA,NA,fear/negative/surprise
визгливо,anger,1,NA,NA,NA,NA
визгливый,neg,NA,1,NA,"[-1,0,-1]",NA
визгливый,disgust,NA,1,NA,"[-1,0,-1]",NA
визгливый,anger,1,1,NA,"[-1,0,-1]",NA
визгнуть,neg,NA,1,NA,NA,NA
визгнуть,anger,1,NA,NA,NA,NA
визжать,amuse,NA,1,NA,"[-1,0,-1]",anger/fear/negative/surprise
визжать,neg,NA,1,NA,"[-1,0,-1]",anger/fear/negative/surprise
визжать,anger,1,1,NA,"[-1,0,-1]",anger/fear/negative/surprise
визуально,pos,NA,1,NA,NA,NA
вильнуть,neg,NA,1,NA,NA,NA
вина,shame,NA,1,negative,NA,negative/sadness
вина,neg,NA,1,negative,NA,negative/sadness
вина,sad,NA,1,negative,NA,negative/sadness
вина,pos,NA,1,negative,NA,negative/sadness
винить,shame,NA,1,negative,"[-1,25,0,433012702,-1]",NA
винить,neg,NA,1,negative,"[-1,25,0,433012702,-1]",NA
вино,neg,NA,1,NA,NA,NA
виноватый,neg,NA,1,negative,"[-1,333333333,0,471404521,-1]",NA
виноватый,sad,NA,1,negative,"[-1,333333333,0,471404521,-1]",NA
виноватый,anger,NA,1,negative,"[-1,333333333,0,471404521,-1]",NA
виноватый,shame,1,1,negative,"[-1,333333333,0,471404521,-1]",NA
виновник,shame,NA,1,negative,NA,NA
виновник,neg,NA,1,negative,NA,NA
виновность,neg,NA,1,negative,"[-0,666666667,0,471404521,-1]",negative
виновность,shame,NA,1,negative,"[-0,666666667,0,471404521,-1]",negative
виновный,shame,NA,1,negative,"[-1,0,-1]",anger/negative/sadness
винтовка,fear,NA,1,NA,"[-0,333333333,0,471404521,0]",anger/fear/negative
винтовка,neg,NA,1,NA,"[-0,333333333,0,471404521,0]",anger/fear/negative
винтовой,neg,NA,1,NA,NA,NA
винтовочный,neg,NA,1,NA,NA,NA
виселица,neg,NA,1,NA,NA,anger/fear/negative/sadness
висеть,neg,NA,1,NA,NA,NA
висячий,pos,NA,1,NA,NA,NA
висящий,neg,NA,1,NA,NA,NA
вихрастый,neg,NA,1,NA,NA,NA
вихрь,fear,NA,1,NA,NA,fear/negative
вихрь,neg,NA,1,NA,NA,fear/negative
вкалывать,pos,NA,1,NA,NA,NA
вклепаться,neg,NA,1,NA,NA,NA
вклепаться,shame,NA,1,NA,NA,NA
включать,neg,NA,1,NA,NA,NA
включить,neg,NA,1,NA,NA,NA
вконец,fear,NA,1,NA,NA,NA
вкопать,fear,NA,1,NA,NA,NA
вкрадчивый,neg,NA,1,negative,NA,NA
вкус,pleas,NA,1,NA,NA,NA
вкусить,pleas,1,NA,NA,NA,NA
вкусный,pos,NA,1,positive,"[1,333333333,0,471404521,1]",joy/positive
вкусный,pleas,NA,1,positive,"[1,333333333,0,471404521,1]",joy/positive
вкушать,cont,1,NA,NA,NA,NA
вкушать,pleas,1,NA,NA,NA,NA
влага,pos,NA,1,NA,"[0,444444444,0,684934889,0]",NA
влажный,neg,NA,1,NA,NA,NA
влажный,pos,NA,1,NA,NA,NA
властвовать,neg,NA,1,NA,NA,NA
властелин,pos,NA,1,NA,NA,NA
властный,neg,NA,1,neutral,"[-0,333333333,0,942809042,0]",anger/negative
властный,pride,NA,1,neutral,"[-0,333333333,0,942809042,0]",anger/negative
властный,pos,NA,1,neutral,"[-0,333333333,0,942809042,0]",anger/negative
властолюбие,anger,1,NA,negative,NA,NA
властолюбие,disgust,1,NA,negative,NA,NA
властолюбие,pride,1,NA,negative,NA,NA
власть,neg,NA,1,NA,"[0,0,0]",NA
власть,fear,NA,1,NA,"[0,0,0]",NA
власть,pos,NA,1,NA,"[0,0,0]",NA
влезть,pos,NA,1,NA,NA,NA
влезть,neg,NA,1,NA,NA,NA
влепить,neg,NA,1,NA,NA,NA
влететь,neg,NA,1,NA,NA,NA
влететь,fear,NA,1,NA,NA,NA
влететь,happy,NA,1,NA,NA,NA
влечение,pos,NA,1,NA,NA,NA
влечение,disgust,1,1,NA,NA,NA
влечение,pleas,1,NA,NA,NA,NA
влечь,pleas,NA,1,NA,NA,NA
влечь,pos,NA,1,NA,NA,NA
влечься,fear,1,NA,NA,NA,NA
влипнуть,neg,NA,1,NA,NA,NA
влиять,pos,NA,1,NA,"[-0,2,0,4,0]",NA
вложить,pos,NA,1,NA,NA,NA
влопаться,neg,NA,1,NA,NA,NA
влюбить,pos,NA,1,NA,NA,NA
влюбить,pleas,NA,1,NA,NA,NA
влюбить,happy,NA,1,NA,NA,NA
влюбиться,pos,NA,1,positive,NA,NA
влюбиться,happy,NA,1,positive,NA,NA
влюбиться,pleas,NA,1,positive,NA,NA
влюбленный,pos,NA,1,positive,NA,NA
влюбленный,pleas,NA,1,positive,NA,NA
влюбляться,happy,NA,1,positive,"[0,8,0,748331477,1]",NA
вляпаться,neg,NA,1,NA,NA,NA
вмазать,anger,NA,1,NA,NA,NA
